mfl_id,mfl_name,first_last,standard_name,pos,team,draft_year,college,stats_id,sportsdata_id,espn_id,cbs_id,nfl_id
14563,"Thompkins, DeAndre",DeAndre Thompkins,deandre thompkins,WR,FA,2019,Penn State,32409,8b66001c-c41f-406a-9583-d8b6848ea6d2,,2131257,
14565,"Spencer, Diontae",Diontae Spencer,diontae spencer,WR,DEN,2014,McNeese State,,379f98b1-2f12-4f9e-8332-61cb930ac97a,,,
14591,"Lovett, John",John Lovett,john lovett,TE,GB,2019,Princeton,32364,fbaa74ff-f6d3-4bbc-bdc1-12aae7fae484,,3116861,
14592,"Zaccheaus, Olamide",Olamide Zaccheaus,olamide zaccheaus,WR,ATL,2019,Virginia,32123,d8281390-f081-41e5-b55e-75779536fe94,,2186266,
14612,"Laird, Patrick",Patrick Laird,patrick laird,RB,MIA,2019,California,32439,5c424ecf-07c8-471e-a400-8d5f834af2e0,,2139562,
14613,"Sims, Steven",Steven Sims,steven sims,WR,WAS,2019,Kansas,32187,4a213e4e-b0ba-4124-833e-33c528bd5908,,3116703,
14618,"Hodges, Devlin",Devlin Hodges,devlin hodges,QB,LAR,2019,Samford,32581,a577ef90-17c3-4dbf-b6b8-e054f21a778d,,3117128,
14622,"Ta'amu, Jordan",Jordan Ta'amu,jordan taamu,QB,KC,2019,Mississippi,32642,c14f8faa-62db-4fb2-a7b1-d9b5998ce604,,,
14654,"Hentges, Hale",Hale Hentges,hale hentges,TE,MIN,2019,Alabama,32295,fe7dea44-fd21-45e4-a8f0-1436e1108da1,,3116798,
14665,"Dillon, Brandon",Brandon Dillon,brandon dillon,TE,MIN,2019,"Marian, Ind.",32142,c1576aca-1bd1-4b9f-ba83-10235f1e2eca,,,
14727,"Reynolds, Craig",Craig Reynolds,craig reynolds,RB,JAC,2019,Kutztown,32596,0deb1dc9-0945-470d-8352-220d26d03d7d,,,
14752,"Horsted, Jesper",Jesper Horsted,jesper horsted,TE,CHI,2019,Princeton,32576,48c56733-6644-42ee-9020-07bd2deba1ad,,,
14760,"Gafford, Rico",Rico Gafford,rico gafford,WR,ARI,2018,Wyoming,31607,f7365f88-4cd0-42e9-9e4e-7bade08e9e5b,,,
14777,"Burrow, Joe",Joe Burrow,joe burrow,QB,CIN,2020,LSU,32671,3023ac10-4e7f-425f-9fc5-2b8e6332c92e,,2179798,
14778,"Tagovailoa, Tua",Tua Tagovailoa,tua tagovailoa,QB,MIA,2020,Alabama,32675,26ad9c27-de38-495e-913c-6fb2428e76d3,,2741209,
14779,"Herbert, Justin",Justin Herbert,justin herbert,QB,LAC,2020,Oregon,32676,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44,,2221960,
14780,"Eason, Jacob",Jacob Eason,jacob eason,QB,IND,2020,Washington,32792,060d05d6-aa31-4571-9f91-12c8050b6aaf,,2240210,
14781,"Fromm, Jake",Jake Fromm,jake fromm,QB,BUF,2020,Georgia,32837,12ce10f6-7f95-42db-8ed3-36b14933484f,,2803326,
14782,"Love, Jordan",Jordan Love,jordan love,QB,GB,2020,Utah State,32696,e5094779-e94f-4052-8597-bdbee3719f6b,,2239997,
14783,"Hurts, Jalen",Jalen Hurts,jalen hurts,QB,PHI,2020,Oklahoma,32723,64bd0f02-6a5d-407e-98f1-fd02048ea21d,,2240246,
14784,"Montez, Steven",Steven Montez,steven montez,QB,WAS,2020,Colorado,33207,d446443f-130c-4bce-a300-a15cf66f27f1,,2185536,
14785,"Stanley, Nate",Nate Stanley,nate stanley,QB,MIN,2020,Iowa,32914,fa781bd3-04ed-4536-8d48-af9742c8aa13,,2251110,
14786,"Patterson, Shea",Shea Patterson,shea patterson,QB,FA,2020,Michigan,33246,,,2221866,
14787,"Gordon, Anthony",Anthony Gordon,anthony gordon,QB,KC,2020,Washington State,33266,71a2444a-a6b1-4e62-8974-2d858e2c5b73,,2251387,
14788,"Lewerke, Brian",Brian Lewerke,brian lewerke,QB,FA,2020,Michigan State,33015,e8b4f505-28b2-4a87-8bf8-87041afab45c,,2186429,
14789,"Huntley, Tyler",Tyler Huntley,tyler huntley,QB,BAL,2020,Utah,32993,7c226f73-a59f-4db6-ad98-2766d05d4d5a,,3159137,
14790,"Morgan, James",James Morgan,james morgan,QB,NYJ,2020,Florida International,32795,d0b866b8-6221-492c-a80b-4a12bbd13e64,,2180077,
14791,"Fine, Mason",Mason Fine,mason fine,QB,FA,2020,North Texas,,,,,
14792,"Perkins, Bryce",Bryce Perkins,bryce perkins,QB,LAR,2020,Virginia,33258,da837572-0558-4946-9af4-aeb11582cca8,,3159114,
14793,"Luton, Jake",Jake Luton,jake luton,QB,JAC,2020,Oregon State,32859,c81ae6df-f87f-4197-b68f-a460321b48b4,,2132133,
14794,"McDonald, Cole",Cole McDonald,cole mcdonald,QB,ARI,2020,Hawaii,32894,2d907c0c-cf4e-4564-b9eb-560d84f16144,,2257005,
14795,"Bryant, Kelly",Kelly Bryant,kelly bryant,QB,FA,2020,Missouri,,,,2179210,
14796,"Neal, Riley",Riley Neal,riley neal,QB,FA,2020,Vanderbilt,32928,8e4cd763-30ec-4a00-9dc2-5567a80a3191,,3159056,
14797,"Swift, D'Andre",D'Andre Swift,dandre swift,RB,DET,2020,Georgia,32705,cc4b5f58-a11c-4450-a1df-617ad88336e4,,2871710,
14798,"Moss, Zack",Zack Moss,zack moss,RB,BUF,2020,Utah,32756,d8fef424-aa41-4c26-9bce-1265b53cd5e2,,2240516,
14799,"Akers, Cam",Cam Akers,cam akers,RB,LAR,2020,Florida State,32722,74980532-8158-4b56-91db-5053878737b4,4240021,2804034,
14800,"Dobbins, J.K.",J.K. Dobbins,jk dobbins,RB,BAL,2020,Ohio State,32725,a57b9914-4315-4295-98b4-9b348c52d6a1,,2804420,
14801,"Benjamin, Eno",Eno Benjamin,eno benjamin,RB,ARI,2020,Arizona State,32892,aebf7b65-da15-4499-b1af-6687fa50b2e4,,2760832,
14802,"Taylor, Jonathan",Jonathan Taylor,jonathan taylor,RB,IND,2020,,32711,925195a4-06ba-4e37-ae7d-a3d6a5419139,,2866395,
14803,"Edwards-Helaire, Clyde",Clyde Edwards-Helaire,clyde edwardshelaire,RB,KC,2020,LSU,32702,8aa01565-4481-443a-9951-642c98ded113,,2804554,
14804,"McFarland, Anthony",Anthony McFarland,anthony mcfarland,RB,PIT,2020,Maryland,32794,30487ab2-836d-4e4b-a46a-89e31b414374,,2804293,
14805,"Dillon, AJ",AJ Dillon,aj dillon,RB,GB,2020,Boston College,32732,e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3,4239934,2867083,
14806,"Perine, Lamical",Lamical Perine,lamical perine,RB,NYJ,2020,Florida,32790,f86e291f-d678-463c-93cb-beedab9a309a,,2248610,
14807,"Kelley, Joshua",Joshua Kelley,joshua kelley,RB,LAC,2020,UCLA,32782,62542e04-3c44-4b75-8165-be674c8be75f,,2183195,
14808,"Evans, Darrynton",Darrynton Evans,darrynton evans,RB,TEN,2020,Appalachian State,32763,eb3c219d-6489-4f2f-a542-bdbf7423a325,,2240806,
14809,"Smith, Rodney",Rodney Smith,rodney smith,RB,CAR,2020,Minnesota,33153,ee96c74a-7a51-478a-99f9-97ddaaac1e34,,2165586,
14810,"Vaughn, Ke'Shawn",Ke'Shawn Vaughn,keshawn vaughn,RB,TB,2020,Vanderbilt,32746,4b0a90db-f007-4ac1-8542-b531342b9da5,,2179704,
14811,"Ahmed, Salvon",Salvon Ahmed,salvon ahmed,RB,MIA,2020,Washington,33265,0dbbd211-0372-4751-9751-e4df4ab1f8eb,,2815163,
14812,"Anderson, Darius",Darius Anderson,darius anderson,RB,IND,2020,TCU,33098,9a5ebed1-839d-40f9-a86e-ba9c65c7c7e6,,2240319,
14813,"Robinson, James",James Robinson,james robinson,RB,JAC,2020,Illinois State,33138,5fc196a1-2015-49c7-85b2-1adbd2c33cf5,,2257036,
14814,"Herrien, Brian",Brian Herrien,brian herrien,RB,FA,2020,Georgia,33307,af366ded-5eba-4a8d-b9fe-37ace1e173f0,,2248619,
14815,"Dallas, DeeJay",DeeJay Dallas,deejay dallas,RB,SEA,2020,Miami,32814,48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2,,2804094,
14816,"Warren, Michael",Michael Warren,michael warren,RB,WAS,2020,Cincinnati,32972,4a096c4e-7738-43b3-984c-7ea604a96742,,,
14817,"Taylor, Patrick",Patrick Taylor,patrick taylor,RB,GB,2020,Memphis,33235,ef87e355-8e0c-40ed-a85d-bca4896d4f1e,,2256736,
14818,"Jones, Xavier",Xavier Jones,xavier jones,RB,LAR,2020,SMU,33297,70110b01-060d-443d-b799-5d4edc9272de,,3159182,
14819,"Feaster, Tavien",Tavien Feaster,tavien feaster,RB,FA,2020,South Carolina,33126,0d77e008-ec6d-4816-a186-329c0ecdb6be,,2239519,
14820,"Leake, Javon",Javon Leake,javon leake,RB,WAS,2020,Maryland,33037,241d5e15-f9e6-4bf2-ac36-74dcbc9cc148,,2804292,
14821,"Hasty, JaMycal",JaMycal Hasty,jamycal hasty,RB,SF,2020,Baylor,33199,c6c50d09-f14f-41c2-9eb3-87514f0121f6,,2189504,
14822,"Corbin, Reggie",Reggie Corbin,reggie corbin,RB,FA,2020,Illinois,,,,,
14823,"Dowdle, Rico",Rico Dowdle,rico dowdle,RB,DAL,2020,South Carolina,33100,bba755a2-63b6-4ac1-b806-0609816135de,,2252798,
14824,"Phillips, Scottie",Scottie Phillips,scottie phillips,RB,HOU,2020,Mississippi,33161,26e66f79-5f08-4ee1-bbc5-85c8f5f7fddd,,2962972,
14825,"Conkrite, Jordan",Jordan Conkrite,jordan conkrite,RB,FA,2020,South Florida,,,,,
14826,"Pierce, Artavis",Artavis Pierce,artavis pierce,RB,CHI,2020,Oregon State,33179,a21cba9e-32a9-494b-b2a1-d454b65872b6,,,
14827,"Taylor, J.J.",J.J. Taylor,jj taylor,RB,NE,2020,Arizona,33028,879325b1-c961-4c9a-a3a4-679d77a28293,,2252786,
14828,"Jones, Tony",Tony Jones,tony jones,RB,NO,2020,Notre Dame,33114,83d4c4c3-3c40-49b1-8b86-25d256a0b5ad,,2260681,
14829,"LeMay, Benny",Benny LeMay,benny lemay,RB,IND,2020,Charlotte,33309,46cf23c5-7096-4f18-a3d8-59f0befc95ff,,2258154,
14830,"Bellamy, LeVante",LeVante Bellamy,levante bellamy,RB,DEN,2020,Western Michigan,32926,53022661-b6bb-481b-9ce8-b603e521925f,,,
14831,"Killins Jr., Adrian",Adrian Killins Jr.,adrian killins,RB,FA,2020,Central Florida,32966,2af6db68-3ad7-4699-8f86-0140fffce577,,3159156,
14832,"Lamb, CeeDee",CeeDee Lamb,ceedee lamb,WR,DAL,2020,Oklahoma,32687,a72ea15b-5199-4101-a300-846e1c655add,,2865251,
14833,"Jeudy, Jerry",Jerry Jeudy,jerry jeudy,WR,DEN,2020,Alabama,32685,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991,,2741201,
14834,"Ruggs, Henry",Henry Ruggs,henry ruggs,WR,LVR,2020,Alabama,32682,8a453858-7309-49ae-b8eb-de691847393f,,,
14835,"Higgins, Tee",Tee Higgins,tee higgins,WR,CIN,2020,Clemson,32703,7963b029-5de4-4541-b00a-44eefe4349af,,2809208,
14836,"Jefferson, Justin",Justin Jefferson,justin jefferson,WR,MIN,2020,LSU,32692,4131d4ee-0318-4bb5-832a-4dec80668a4f,,2871343,
14837,"Hamler, KJ",KJ Hamler,kj hamler,WR,DEN,2020,Penn State,32716,89338a12-65a8-4670-ac99-97281732ff79,,2804432,
14838,"Shenault, Laviska",Laviska Shenault,laviska shenault,WR,JAC,2020,Colorado,32712,131d3b1a-5746-499e-98ee-4bbf67cd377e,,,
14839,"Reagor, Jalen",Jalen Reagor,jalen reagor,WR,PHI,2020,,32691,06ff7f42-5fe7-4899-84a5-9ba5349d17e8,,2803733,
14840,"Aiyuk, Brandon",Brandon Aiyuk,brandon aiyuk,WR,SF,2020,Arizona State,32695,c90471cc-fa60-4416-9388-5aebb5d877eb,,2967489,
14841,"Claypool, Chase",Chase Claypool,chase claypool,WR,PIT,2020,Notre Dame,32719,53ed110c-f022-4759-afd3-1cd3436dbba7,,2260676,
14842,"Pittman, Michael",Michael Pittman,michael pittman,WR,IND,2020,USC,32704,1aefd5e2-1f85-471a-91a5-4aad4cf6fe6d,,2240188,
14843,"Bowden, Lynn",Lynn Bowden,lynn bowden,RB,MIA,2020,Kentucky,32750,bd783f2e-b931-4d3e-ab71-60fa1431f598,,2875380,
14844,"Edwards, Bryan",Bryan Edwards,bryan edwards,WR,LVR,2020,South Carolina,32751,5abee27b-2710-46ed-b110-fece5c2654e8,,2221840,
14845,"Davis, Gabriel",Gabriel Davis,gabriel davis,WR,BUF,2020,Central Florida,32798,dc397432-7157-4ce4-976d-b9662cc6f551,,2804813,
14846,"Mims, Denzel",Denzel Mims,denzel mims,WR,NYJ,2020,Baylor,32729,adfc13b3-1eb6-49f3-9ba6-d4d87fd13685,,2253076,
14847,"Duvernay, Devin",Devin Duvernay,devin duvernay,WR,BAL,2020,Texas,32762,d93dbc83-e604-4823-a24e-d162cbd8d4d9,,2246849,
14848,"Proche, James",James Proche,james proche,WR,BAL,2020,SMU,32871,c65488d4-251e-40fc-9f32-7019bbdaf75e,,2180769,
14849,"Hodgins, Isaiah",Isaiah Hodgins,isaiah hodgins,WR,BUF,2020,Oregon State,32877,1d1c217b-6407-40d7-aebb-ba95fa05d127,,2783899,
14850,"Cephus, Quintez",Quintez Cephus,quintez cephus,WR,DET,2020,Wisconsin,32836,3bd012f5-1fdf-4ed7-b660-5013122df93f,,2251870,
14851,"Hill, K.J.",K.J. Hill,kj hill,WR,LAC,2020,Ohio State,32890,a42da2a1-42c0-4d45-85f0-ab5c9af37e6f,,2179813,
14852,"Gibson, Antonio",Antonio Gibson,antonio gibson,RB,WAS,2020,Memphis,32736,c0a8a5d0-583f-457a-9d96-70027d3f69e7,,2960976,
14853,"Johnson, Collin",Collin Johnson,collin johnson,WR,JAC,2020,Texas,32835,214ae0bc-d6ed-4216-a154-f253c85bb90b,,2240315,
14854,"Victor, Binjimen",Binjimen Victor,binjimen victor,WR,BAL,2020,Ohio State,33040,630e6b5d-0486-4bc3-a919-1f02687c1291,,,
14855,"Mack, Austin",Austin Mack,austin mack,WR,NYG,2020,Ohio State,33039,126811e0-f856-49c2-b36d-15e71e06f4c0,,2239784,
14856,"Davis, Quartney",Quartney Davis,quartney davis,WR,IND,2020,Texas A&M,33027,5c54defd-6f6d-4884-9fcb-80343d2d72d3,,2249179,
14857,"Peoples-Jones, Donovan",Donovan Peoples-Jones,donovan peoplesjones,WR,CLE,2020,Michigan,32857,924edb03-29a9-42ae-92dd-ef7e8a498095,,2819119,
14858,"Jefferson, Van",Van Jefferson,van jefferson,WR,LAR,2020,Florida,32727,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,,2186342,
14859,"Jackson, Trishton",Trishton Jackson,trishton jackson,WR,LAR,2020,Syracuse,33253,9a2cd41e-a6e8-42d6-aad4-65c42939d733,,2253371,
14860,"Jennings, Jauan",Jauan Jennings,jauan jennings,WR,SF,2020,Tennessee,32887,3ae9f0fa-c711-4663-80cf-4707856c07aa,,2180514,
14861,"Johnson, Juwan",Juwan Johnson,juwan johnson,WR,NO,2020,Oregon,33113,0226b03b-f91d-4223-9813-9fcd2e9c3acc,,2186637,
14862,"Reed, Joe",Joe Reed,joe reed,WR,LAC,2020,Virginia,32821,4c449f2b-a566-4c9c-882c-a70991d1aa54,,2251260,
14863,"Gandy-Golden, Antonio",Antonio Gandy-Golden,antonio gandygolden,WR,WAS,2020,Liberty,32812,7bb0744a-c93f-401b-9091-2a34072a40c2,,2250521,
14864,"Johnson, Tyler",Tyler Johnson,tyler johnson,WR,TB,2020,Minnesota,32831,93c17735-5275-45cf-b3ef-620351c62313,,1620002,
14865,"Swain, Freddie",Freddie Swain,freddie swain,WR,SEA,2020,Florida,32884,81997ce2-9e70-4014-999a-25ebb405dbf6,,2221836,
14866,"Thomas, Jeff",Jeff Thomas,jeff thomas,WR,FA,2020,Miami,33022,a80ccad9-4e50-4796-955e-0278f0c9bd2f,,2826768,
14867,"Kmet, Cole",Cole Kmet,cole kmet,TE,CHI,2020,Notre Dame,32713,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,,2868619,
14868,"Hopkins, Brycen",Brycen Hopkins,brycen hopkins,TE,LAR,2020,Purdue,32806,39cb1520-dda8-4167-95c4-4947c8383bc4,,2183906,
14869,"Moss, Thaddeus",Thaddeus Moss,thaddeus moss,TE,WAS,2020,LSU,33208,309b8104-8407-4365-989a-f726251714a7,,2246946,
14870,"Trautman, Adam",Adam Trautman,adam trautman,TE,NO,2020,Dayton,32775,4e14183b-f974-4745-9d7f-8f5eb2a92a7d,,2182228,
14871,"Parkinson, Colby",Colby Parkinson,colby parkinson,TE,SEA,2020,Stanford,32803,1ea7affb-e5e7-491a-aaa3-55e200b2eb48,,2867522,
14872,"Pinkney, Jared",Jared Pinkney,jared pinkney,TE,TEN,2020,Vanderbilt,33064,3d2f2c64-3d4e-461b-a3e7-677f74e6c5f8,,2180558,
14873,"Okwuegbunam, Albert",Albert Okwuegbunam,albert okwuegbunam,TE,DEN,2020,Missouri,32788,617aee8a-70be-4bdf-9a71-2e2b74e647e6,,2245117,
14874,"Bryant, Hunter",Hunter Bryant,hunter bryant,TE,DET,2020,Washington,33186,826c6c22-2a3a-48bb-befb-8e552fb391ea,,2815166,
14875,"Bryant, Harrison",Harrison Bryant,harrison bryant,TE,CLE,2020,Florida Atlantic,32785,f58a5899-8b78-46e8-a29a-ba6273b7d872,,2241240,
14876,"Deguara, Josiah",Josiah Deguara,josiah deguara,TE,GB,2020,Cincinnati,32764,7874d188-0fcd-4af9-9289-27c27e2bbd16,,2181108,
14917,"Patrick, Jacques",Jacques Patrick,jacques patrick,RB,CIN,2019,Florida State,32669,e2f3af7f-dd17-44f2-a000-d487a29f0f03,,,
14936,"Asiasi, Devin",Devin Asiasi,devin asiasi,TE,NE,2020,UCLA,32761,05e15d81-6bb1-49f7-b677-63475d073961,,2260483,
14939,"Keene, Dalton",Dalton Keene,dalton keene,TE,NE,2020,Virginia Tech,32771,4da5e05d-fc5c-4e87-aa38-d9cde42dd476,,2805113,
14969,"Hightower, John",John Hightower,john hightower,WR,PHI,2020,Boise State,32838,58e217cd-53c0-40e7-b40b-62f53d246751,,2969061,
14972,"Coulter, Isaiah",Isaiah Coulter,isaiah coulter,WR,HOU,2020,Rhode Island,32841,0063fe36-d8c2-43e6-8ab1-af890eb58cea,,2830035,
14973,"Huntley, Jason",Jason Huntley,jason huntley,RB,PHI,2020,New Mexico State,32842,632f863e-ad20-424f-a468-7ee40c098c2c,,2239939,
14974,"Mooney, Darnell",Darnell Mooney,darnell mooney,WR,CHI,2020,Tulane,32843,bafe8df1-66b5-4200-8fb3-ff188c25a4e2,,2240651,
14977,"Osborn, K.J.",K.J. Osborn,kj osborn,WR,MIN,2020,Miami,32846,3bf5c049-9daa-43ba-9758-c6c895a9d462,,2184383,
14984,"Woerner, Charlie",Charlie Woerner,charlie woerner,TE,SF,2020,Georgia,32860,527dfee0-a242-4dc7-830a-ab7028308259,,2248629,
14992,"Watkins, Quez",Quez Watkins,quez watkins,WR,PHI,2020,Southern Mississippi,32870,ca85137c-205c-458e-8b77-8457849f614c,,2262953,
14996,"Davis, Tyler",Tyler Davis,tyler davis,TE,JAC,2020,Georgia Tech,32876,e7a9186e-5e19-4f70-b45c-527c888e6fc7,,2182811,
14998,"Patmon, Dezmon",Dezmon Patmon,dezmon patmon,WR,IND,2020,Washington State,32882,be29caf2-9942-4e21-939a-a29407555c56,,2221990,
15008,"DiNucci, Ben",Ben DiNucci,ben dinucci,QB,DAL,2020,James Madison,32901,c744ade6-bce2-4c71-8f1b-742cb183c8eb,,2179411,
15017,"Stevens, Tommy",Tommy Stevens,tommy stevens,QB,CAR,2020,Mississippi State,32910,93a1f2fd-fd5e-4b06-8086-476028d83eed,,2179839,
15021,"Calais, Raymond",Raymond Calais,raymond calais,RB,LAR,2020,Louisiana-Lafayette,32915,748d5fdf-8a06-4cc1-a8b1-257f4377236a,,2252175,
15022,"Perry, Malcolm",Malcolm Perry,malcolm perry,RB,MIA,2020,Navy,32916,73236a66-ba10-44a6-b12f-2ca13cad33b4,,2251971,
15026,"Sullivan, Stephen",Stephen Sullivan,stephen sullivan,TE,CAR,2020,Louisiana State,32921,a41b8454-0326-4c56-87a2-f2aac3814961,,2223251,
15027,"Cleveland, Tyrie",Tyrie Cleveland,tyrie cleveland,WR,DEN,2020,Florida,32922,8cd3d1bb-5b04-4351-bd03-4b4f9b9e33e4,,2248604,
15033,"Begelton, Reggie",Reggie Begelton,reggie begelton,WR,GB,2019,Lamar,32664,6fb8803e-2a84-454b-827f-df747e9157d8,,3157671,
15034,"Callaway, Marquez",Marquez Callaway,marquez callaway,WR,NO,2020,Tennessee,33109,1364cb22-1bfa-429b-8bde-dfd0d2938163,,2247505,
15035,"Wolford, John",John Wolford,john wolford,QB,LAR,2018,Wake Forest,31803,2ab1b694-1013-4661-85d4-55415d3b147f,,,
15036,"Smith, J'mar",J'mar Smith,jmar smith,QB,FA,2020,Louisiana Tech,33016,0c1998f2-7fd2-4191-a05f-1f7f5b5e2ea3,,,
15037,"Lipscomb, Kalija",Kalija Lipscomb,kalija lipscomb,WR,FA,2020,Vanderbilt,32946,528b6f5c-7043-4c5a-bb04-7314b1e0f155,,,
15038,"Bayless, Omar",Omar Bayless,omar bayless,WR,CAR,2020,Arkansas State,33132,488cf673-fb92-4701-abd0-4641987642ee,,,
15039,"Parker, Aaron",Aaron Parker,aaron parker,WR,DAL,2020,Rhode Island,33095,08df3736-14f2-465e-af74-cdcdebe19a66,,,
15040,"Williams, Ty'Son",Ty'Son Williams,tyson williams,RB,BAL,2020,Brigham Young,33006,9e31f935-1e60-437d-9859-e1f2bb936aa5,,,
15041,"Cager, Lawrence",Lawrence Cager,lawrence cager,WR,NYJ,2020,Georgia,33329,2f2181f8-cb0a-42e4-9468-17f5f5a219cc,,,
15042,"Ward, Jonathan",Jonathan Ward,jonathan ward,RB,ARI,2020,Central Michigan,33088,1dc6b133-355f-451e-856f-d02839681578,,,
15043,"Hastings, Will",Will Hastings,will hastings,WR,FA,2020,Auburn,33017,5d52e146-9f64-4b04-bcea-b5ae28a027de,,,
15044,"Scarlett, Cameron",Cameron Scarlett,cameron scarlett,RB,FA,2020,Stanford,33345,0ff73dee-f160-492d-b7c8-7d23b15e141d,,,
15045,"Breeland, Jacob",Jacob Breeland,jacob breeland,TE,BAL,2020,Oregon,32994,a8614822-2740-4b1f-a01e-b7960a4f07f6,,,
15046,"Merritt, Kirk",Kirk Merritt,kirk merritt,WR,MIA,2020,Arkansas State,33242,521f597a-0709-4cc4-afab-72d93eccb5fc,,,
15048,"Campbell, George",George Campbell,george campbell,WR,FA,2020,West Virginia,33330,6cbc1162-39e7-439f-bdc0-f06775f50e6a,,,
15050,"Taumoepeau, Charlie",Charlie Taumoepeau,charlie taumoepeau,TE,FA,2020,Portland State,33096,f0a9018a-4429-4c02-a4ed-04df77b4a389,,,
15052,"Stewart, Darrell",Darrell Stewart,darrell stewart,WR,FA,2020,Michigan State,33233,4f077de6-d368-4246-84d5-de809736ddb2,,,
15053,"Rowland, Chris",Chris Rowland,chris rowland,WR,ATL,2020,Tennessee State,33066,40f11577-5646-4da3-99ba-ea8b038b17a3,,,
15054,"Ricci, Giovanni",Giovanni Ricci,giovanni ricci,TE,CAR,2020,Western Michigan,33151,689de342-1d99-4a4d-976d-f6573ef3a8c2,,,
15057,"Chisena, Dan",Dan Chisena,dan chisena,WR,MIN,2020,Penn State,33023,92529995-41e9-48db-b429-c96540ad357b,,,
15060,"Streveler, Chris",Chris Streveler,chris streveler,QB,ARI,2019,South Dakota,32662,23461354-f2d7-4e36-9046-fe9cde6dd413,,,
15064,"Ross, Devin",Devin Ross,devin ross,WR,FA,2018,Colorado,31625,5f58e780-62ff-414e-8d32-b0608679e9b3,,,
15065,"Edwards, Earnest",Earnest Edwards,earnest edwards,WR,FA,2020,Maine,33250,b7cbd456-e07c-45ba-bae6-cf7c43a5c199,,,
15066,"Wolf, Eli",Eli Wolf,eli wolf,TE,BAL,2020,Georgia,33007,71c657d6-a2d9-48f3-b6db-dd4372e910f4,,,
15069,"Fuller, Aaron",Aaron Fuller,aaron fuller,WR,SEA,2020,Washington,33267,df2caa7b-29f4-4391-8ce0-b1b711196379,,,
15070,"Fortson, Jody",Jody Fortson,jody fortson,WR,FA,2019,Valdosta State,32600,a01ffd42-5fdb-42f8-95ab-157025e3fba8,,,
15077,"Wright, Isaiah",Isaiah Wright,isaiah wright,WR,WAS,2020,Temple,33209,af534c7d-791e-4b7f-900d-2d8fd47c0d2a,,,
15080,"Togiai, Noah",Noah Togiai,noah togiai,TE,IND,2020,Oregon State,32970,86707c8e-fec4-4ebe-9111-4d3ad238ad43,,,
15087,"Cottrell, Nathan",Nathan Cottrell,nathan cottrell,RB,JAC,2020,Georgia Tech,33123,bc43e18a-c2f9-4e49-a90c-41a95cffa736,,,
15088,"Ellefson, Ben",Ben Ellefson,ben ellefson,TE,JAC,2020,North Dakota State,33124,ca393469-d587-4bf7-905d-838e960de851,,,
15096,"Nabers, Gabe",Gabe Nabers,gabe nabers,RB,LAC,2020,Florida State,32987,538cf938-8f65-435f-b8fd-2856ce5c4e6d,,,
15097,"McKeon, Sean",Sean McKeon,sean mckeon,TE,DAL,2020,Michigan,33101,0f369885-8ecd-4ca0-a3dc-df8530a0db6e,,,
15098,"Bradwell, Darius",Darius Bradwell,darius bradwell,RB,LAC,2020,Tulane,32975,06f3e98d-7d73-4007-b673-4a74ed72bda3,,,
15103,"Gilliam, Reggie",Reggie Gilliam,reggie gilliam,TE,BUF,2020,Toledo,33357,4475bb8a-b5a6-4527-bfc7-8e7e03900984,,,
15109,"Westbrook, Nick",Nick Westbrook,nick westbrook,WR,TEN,2020,Indiana,33348,5e63e674-adf3-4f4e-929e-4a0ff2cfb1df,,,
15116,"Zuber, Isaiah",Isaiah Zuber,isaiah zuber,WR,NE,2020,Mississippi State,33020,e83c7957-58c7-48eb-aaf2-47e410607957,,,
15123,"Thompson, Colin",Colin Thompson,colin thompson,TE,CAR,2017,Temple,30740,1d55ba37-c09e-4945-b7ae-8d84e2357283,,,
15149,"Harris, De'Michael",De'Michael Harris,demichael harris,WR,IND,2020,Southern Mississippi,33215,18a3fb57-3220-4fa3-af42-20e179ec896f,,,
15156,"Brown, Tony",Tony Brown,tony brown,WR,WAS,2020,Colorado,33303,eb626cc4-10ec-4385-933e-eea81e2dbfbc,,,
15172,"Olonilua, Sewo",Sewo Olonilua,sewo olonilua,RB,DAL,2020,Texas Christian,33099,fb48038c-8f33-47a5-abb4-cda19f66c853,,,
15183,"Hinton, Kendall",Kendall Hinton,kendall hinton,QB,DEN,2020,Wake Forest,32929,0830e644-2d6e-446b-9da6-57d7e3472fcd,,,
15206,"Bradley, Ja'Marcus",Ja'Marcus Bradley,jamarcus bradley,WR,CLE,2020,Louisiana-Lafayette,33302,f1236815-5ed7-4bab-808f-700c4516fd7d,,,
15213,"Sokol, Matt",Matt Sokol,matt sokol,TE,LAC,2019,Michigan State,32551,21a33144-63ee-4125-ac44-3fc911a39d50,,,
15214,"Dafney, Dominique",Dominique Dafney,dominique dafney,TE,GB,2020,Indiana State,33367,921d49c2-64d1-4108-a3a3-0c237e17748a,,,
15217,"Berry, Rashod",Rashod Berry,rashod berry,TE,NE,2020,Ohio State,33024,17a17a1a-787d-46b3-94c0-8d4e1928c492,,,
15220,"Williams, Antonio",Antonio Williams,antonio williams,RB,BUF,2020,North Carolina,33359,aae9da80-c88f-4de3-b088-42553cf351ce,,,
