playerid,player,id,name
1849727,K.J. Hill,14851,"Hill, K.J."
328733,D.J. Moore,13635,"Moore, D.J."
36871,Aaron Jones,13319,"Jones, Aaron"
982405,A.J. Brown,14104,"Brown, A.J."
328705,Calvin Ridley,13629,"Ridley, Calvin"
35576,Austin Hooper,12677,"Hooper, Austin"
21627,MyCole Pruitt,12309,"Pruitt, MyCole"
21581,Duke Johnson,12157,"Johnson, Duke"
328768,Deon Yelder,13857,"Yelder, Deon"
328952,Christian Kirk,13633,"Kirk, Christian"
982789,Andy Isabella,14121,"Isabella, Andy"
21637,DeVante Parker,12176,"Parker, DeVante"
21742,Adam Humphries,12505,"Humphries, Adam"
982110,Travis Fulgham,14265,"Fulgham, Travis"
748330,Diontae Spencer,14565,"Spencer, Diontae"
1844583,Rico Dowdle,14823,"Dowdle, Rico"
16538,Le'Veon Bell,11192,"Bell, Le'Veon"
1844362,Malcolm Perry,15022,"Perry, Malcolm"
37068,Kendrick Bourne,13418,"Bourne, Kendrick"
1844834,Tyrie Cleveland,15027,"Cleveland, Tyrie"
328331,Josh Allen,13589,"Allen, Josh"
36844,David Njoku,13192,"Njoku, David"
36977,Samaje Perine,13133,"Perine, Samaje"
1844427,La'Mical Perine,14806,"Perine, Lamical"
1848517,Ben Ellefson,15088,"Ellefson, Ben"
37067,Nick Mullens,13968,"Mullens, Nick"
36973,Corey Clement,13136,"Clement, Corey"
328094,Gus Edwards,13850,"Edwards, Gus"
37423,Dan Arnold,13880,"Arnold, Dan"
328392,Braxton Berrios,13638,"Berrios, Braxton"
328123,Auden Tate,13642,"Tate, Auden"
328853,Byron Pringle,13863,"Pringle, Byron"
37051,Josh Reynolds,13168,"Reynolds, Josh"
1104969,Patrick Laird,14612,"Laird, Patrick"
1844333,Zack Moss,14798,"Moss, Zack"
36917,D'Onta Foreman,13134,"Foreman, D'Onta"
35530,Derrick Henry,12626,"Henry, Derrick"
982481,Miles Sanders,14079,"Sanders, Miles"
328212,Anthony Miller,13639,"Miller, Anthony"
13557,Ryan Tannehill,10697,"Tannehill, Ryan"
982694,Mecole Hardman,14113,"Hardman, Mecole"
36873,Taysom Hill,13424,"Hill, Taysom"
1844156,Harrison Bryant,14875,"Bryant, Harrison"
18332,Latavius Murray,11390,"Murray, Latavius"
1848519,James Robinson,14813,"Robinson, James"
1844185,Chase Claypool,14841,"Claypool, Chase"
1001389,Darrius Shepherd,14330,"Shepherd, Darrius"
35446,Jordan Howard,12634,"Howard, Jordan"
11614,Matt Ryan,9099,"Ryan, Matt"
35636,Elijhaa Penny,13239,"Penny, Elijhaa"
328948,Chase Edmonds,13726,"Edmonds, Chase"
328829,Royce Freeman,13617,"Freeman, Royce"
11706,Mark Ingram,10276,"Ingram, Mark"
328854,Darrel Williams,13623,"Williams, Darrel"
36860,Robert Tonyan,13427,"Tonyan, Robert"
35634,Hunter Henry,12676,"Henry, Hunter"
18312,Demetrius Harris,11448,"Harris, Demetrius"
1844585,Ben DiNucci,15008,"DiNucci, Ben"
37050,Cooper Kupp,13164,"Kupp, Cooper"
35666,Pharoh Cooper,12660,"Cooper, Pharoh"
12738,Golden Tate,9831,"Tate, Golden"
35427,Rashard Higgins,12656,"Higgins, Rashard"
35608,Kalif Raymond,13066,"Raymond, Kalif"
329006,Dante Pettis,13634,"Pettis, Dante"
13592,Marvin Jones,10738,"Jones, Marvin"
1849790,Cam Akers,14799,"Akers, Cam"
328763,Boston Scott,13814,"Scott, Boston"
36994,Christian McCaffrey,13130,"McCaffrey, Christian"
982875,Travis Homer,14083,"Homer, Travis"
18314,Travis Kelce,11244,"Kelce, Travis"
36919,Dare Ogunbowale,13148,"Ogunbowale, Dare"
21625,Stefon Diggs,12186,"Diggs, Stefon"
37003,Antony Auclair,13445,"Auclair, Antony"
1844217,Cole Kmet,14867,"Kmet, Cole"
982177,Khari Blasingame,14552,"Blasingame, Khari"
1844742,Rodney Smith,14809,"Smith, Rodney"
16564,Cordarrelle Patterson,11225,"Patterson, Cordarrelle"
328944,Trent Sherfield,13893,"Sherfield, Trent"
16577,Kenny Stills,11227,"Stills, Kenny"
36865,Kenny Golladay,13277,"Golladay, Kenny"
981968,Miles Boykin,14125,"Boykin, Miles"
1849726,Joshua Kelley,14807,"Kelley, Joshua"
11604,Tom Brady,5848,"Brady, Tom"
